MANGOE,TRANSISTOR,TWO,HAT,BED,SYMBOL,ELEVEN,WINDOW,EMPLOYEE
ORANGE,APPLE,THREE,PANTS,BED,POINT,TEN,MANAGER,EMPLOYEE
GRAPEFRUIT,CAPACITOR,FOUR,HAT,DOOR,SQUARE,SEVEN,DOOR,EMPLOYEE
GRAPEFRUIT,RESISTOR,THREE,BOOTS,DOOR,LETTER,ELEVEN,PROGRAM,EMPLOYEE
APPLE,RESISTOR,FOUR,BOOTS,BED,SQUARE,ELEVEN,DOOR,EMPLOYEE
MANGOE,TRANSISTOR,TWO,MANGOE,DOOR,LETTER,ELEVEN,WINDOW,EMPLOYEE
ORANGE,RELAY,ONE,HAT,FIVE,NUMBER,NINE,PROGRAM,EMPLOYEE
MANGOE,RELAY,TWO,JACKET,FIVE,POINT,SEVEN,POINT,EMPLOYEE
MANGOE,RESISTOR,FIVE,PANTS,DOOR,LETTER,ELEVEN,DOOR,EMPLOYEE
GRAPEFRUIT,TRANSISTOR,TWO,MANGOE,BED,LETTER,ELEVEN,PROGRAM,EMPLOYEE
BANANA,RESISTOR,ONE,HAT,FLOOR,NUMBER,ELEVEN,POINT,EMPLOYEE
GRAPEFRUIT,RELAY,TWO,BOOTS,DOOR,POINT,ELEVEN,MANAGER,EMPLOYEE
MANGOE,CAPACITOR,THREE,HAT,APPLE,POINT,TEN,DOOR,EMPLOYEE
BANANA,APPLE,TWO,MANGOE,APPLE,POINT,SEVEN,WINDOW,EMPLOYEE
MANGOE,RESISTOR,THREE,MANGOE,FIVE,NUMBER,EIGHT,WINDOW,EMPLOYEE
ORANGE,APPLE,THREE,BOOTS,FIVE,POINT,SEVEN,MANAGER,EMPLOYEE
BANANA,RELAY,FIVE,JACKET,DOOR,SYMBOL,TEN,POINT,EMPLOYEE
MANGOE,CAPACITOR,ONE,PANTS,APPLE,NUMBER,EIGHT,PROGRAM,EMPLOYEE
APPLE,TRANSISTOR,ONE,JACKET,BED,SQUARE,ELEVEN,DOOR,EMPLOYEE
MANGOE,RESISTOR,TWO,BOOTS,APPLE,SQUARE,ELEVEN,WINDOW,EMPLOYEE
APPLE,TRANSISTOR,FIVE,BOOTS,FLOOR,NUMBER,ELEVEN,MANAGER,EMPLOYEE
BANANA,RESISTOR,THREE,PANTS,APPLE,NUMBER,NINE,DOOR,EMPLOYEE
GRAPEFRUIT,TRANSISTOR,FIVE,HAT,FIVE,LETTER,SEVEN,DOOR,EMPLOYEE
ORANGE,RESISTOR,THREE,JACKET,BED,NUMBER,EIGHT,WINDOW,EMPLOYEE
APPLE,RESISTOR,TWO,BOOTS,FLOOR,POINT,NINE,DOOR,EMPLOYEE
APPLE,RESISTOR,ONE,BOOTS,APPLE,POINT,TEN,WINDOW,EMPLOYEE
ORANGE,RELAY,THREE,PANTS,FLOOR,LETTER,TEN,PROGRAM,EMPLOYEE
APPLE,APPLE,FOUR,PANTS,FIVE,SQUARE,EIGHT,WINDOW,EMPLOYEE
GRAPEFRUIT,TRANSISTOR,FIVE,MANGOE,APPLE,SQUARE,EIGHT,MANAGER,EMPLOYEE
APPLE,CAPACITOR,ONE,HAT,DOOR,POINT,ELEVEN,POINT,EMPLOYEE
ORANGE,APPLE,THREE,JACKET,DOOR,LETTER,EIGHT,MANAGER,EMPLOYEE
BANANA,TRANSISTOR,ONE,HAT,FIVE,POINT,EIGHT,WINDOW,EMPLOYEE
ORANGE,TRANSISTOR,FOUR,BOOTS,BED,SQUARE,EIGHT,PROGRAM,EMPLOYEE
GRAPEFRUIT,APPLE,ONE,PANTS,BED,NUMBER,NINE,MANAGER,EMPLOYEE
APPLE,TRANSISTOR,THREE,HAT,APPLE,SYMBOL,ELEVEN,DOOR,EMPLOYEE
MANGOE,CAPACITOR,ONE,BOOTS,FLOOR,POINT,EIGHT,WINDOW,EMPLOYEE
ORANGE,APPLE,TWO,PANTS,APPLE,LETTER,SEVEN,MANAGER,EMPLOYEE
BANANA,CAPACITOR,ONE,PANTS,DOOR,POINT,SEVEN,DOOR,EMPLOYEE
ORANGE,APPLE,THREE,BOOTS,BED,LETTER,EIGHT,WINDOW,EMPLOYEE
ORANGE,APPLE,TWO,MANGOE,APPLE,LETTER,TEN,PROGRAM,EMPLOYEE
APPLE,CAPACITOR,THREE,BOOTS,DOOR,LETTER,SEVEN,PROGRAM,EMPLOYEE
APPLE,CAPACITOR,THREE,MANGOE,FIVE,POINT,TEN,PROGRAM,EMPLOYEE
ORANGE,RELAY,TWO,BOOTS,FLOOR,POINT,SEVEN,PROGRAM,EMPLOYEE
