MANGOE,TRANSISTOR,TWO,HAT,BED,SYMBOL,ELEVEN,WINDOW,EMPLOYEE
APPLE,TRANSISTOR,TWO,PANTS,BED,SYMBOL,EIGHT,WINDOW,STANDARD
ORANGE,RESISTOR,FOUR,BOOTS,APPLE,POINT,EIGHT,POINT,ORANGE
BANANA,TRANSISTOR,THREE,PANTS,FLOOR,SQUARE,EIGHT,MANAGER,ORANGE
MANGOE,APPLE,FIVE,HAT,BED,POINT,EIGHT,DOOR,WORKER
MANGOE,RELAY,ONE,PANTS,DOOR,LETTER,ELEVEN,POINT,WORKER
ORANGE,CAPACITOR,FIVE,HAT,FIVE,LETTER,TEN,WINDOW,WORKER
ORANGE,TRANSISTOR,TWO,BOOTS,FIVE,SYMBOL,SEVEN,WINDOW,STANDARD
MANGOE,RESISTOR,FIVE,PANTS,DOOR,LETTER,ELEVEN,DOOR,EMPLOYEE
ORANGE,TRANSISTOR,THREE,HAT,APPLE,SYMBOL,NINE,DOOR,STANDARD
APPLE,TRANSISTOR,FOUR,PANTS,APPLE,NUMBER,ELEVEN,WINDOW,ORANGE
GRAPEFRUIT,RELAY,TWO,BOOTS,DOOR,POINT,ELEVEN,MANAGER,EMPLOYEE
MANGOE,CAPACITOR,THREE,HAT,APPLE,POINT,TEN,DOOR,EMPLOYEE
MANGOE,CAPACITOR,ONE,HAT,FIVE,SQUARE,EIGHT,PROGRAM,WORKER
MANGOE,APPLE,TWO,HAT,FIVE,LETTER,EIGHT,DOOR,STANDARD
APPLE,CAPACITOR,THREE,PANTS,APPLE,NUMBER,EIGHT,POINT,ORANGE
GRAPEFRUIT,RESISTOR,FIVE,HAT,FLOOR,SQUARE,ELEVEN,MANAGER,WORKER
APPLE,APPLE,TWO,JACKET,DOOR,SYMBOL,SEVEN,WINDOW,EMPLOYER
GRAPEFRUIT,APPLE,FOUR,HAT,FLOOR,POINT,TEN,PROGRAM,WORKER
MANGOE,RESISTOR,TWO,BOOTS,APPLE,SQUARE,ELEVEN,WINDOW,EMPLOYEE
APPLE,TRANSISTOR,FIVE,BOOTS,FLOOR,NUMBER,ELEVEN,MANAGER,EMPLOYEE
BANANA,RESISTOR,THREE,PANTS,APPLE,NUMBER,NINE,DOOR,EMPLOYEE
GRAPEFRUIT,TRANSISTOR,FIVE,HAT,FIVE,LETTER,SEVEN,DOOR,EMPLOYEE
MANGOE,RESISTOR,FIVE,BOOTS,FLOOR,NUMBER,EIGHT,POINT,WORKER
ORANGE,TRANSISTOR,FOUR,HAT,DOOR,POINT,TEN,MANAGER,ORANGE
APPLE,APPLE,ONE,HAT,BED,SQUARE,SEVEN,POINT,WORKER
BANANA,RELAY,ONE,BOOTS,APPLE,SQUARE,EIGHT,POINT,ORANGE
APPLE,CAPACITOR,FIVE,JACKET,APPLE,NUMBER,ELEVEN,POINT,EMPLOYER
ORANGE,CAPACITOR,FOUR,BOOTS,BED,SQUARE,TEN,DOOR,ORANGE
APPLE,CAPACITOR,ONE,HAT,DOOR,POINT,ELEVEN,POINT,EMPLOYEE
BANANA,RESISTOR,FOUR,JACKET,FIVE,LETTER,SEVEN,WINDOW,ORANGE
ORANGE,TRANSISTOR,ONE,HAT,FIVE,SYMBOL,NINE,WINDOW,EMPLOYER
APPLE,RESISTOR,FOUR,MANGOE,APPLE,SQUARE,ELEVEN,MANAGER,EMPLOYER
APPLE,RESISTOR,TWO,BOOTS,FIVE,SQUARE,TEN,POINT,ORANGE
APPLE,APPLE,TWO,HAT,BED,NUMBER,ELEVEN,PROGRAM,ORANGE
ORANGE,TRANSISTOR,TWO,JACKET,FIVE,LETTER,SEVEN,POINT,EMPLOYER
ORANGE,TRANSISTOR,THREE,HAT,DOOR,SQUARE,TEN,PROGRAM,EMPLOYEE
