96386,1511,1511,2,1,1,0,1,2,2,3,56,0,0
66584,1529,1537,26,1,11,10,5,105,145,188,1374,1,82
56771,1484,1500,1,0,0,1,0,2,18,11,33,4,0
172901,1619,1642,35,0,20,12,3,289,198,389,2866,244,524
34733,1474,1556,80,1,32,44,4,246,553,599,4645,0,947
66424,1475,1500,2,1,0,2,0,0,5,4,21,0,6
83853,1373,1565,125,5,49,60,16,553,545,788,5641,96,1183
116110,1550,1550,12,0,7,2,3,60,48,88,558,26,83
126144,1476,1502,9,0,3,6,0,74,60,70,594,53,73
173233,1489,1500,1,0,0,1,0,2,10,4,30,2,0
27064,1744,1749,149,13,89,44,16,1506,715,1383,13474,766,3778
75293,1474,1500,2,0,0,2,0,5,21,5,91,7,0
49715,1467,1500,3,0,0,3,0,0,64,3,27,0,3
130467,1732,1771,151,10,70,58,23,1399,1088,1229,11165,1256,2731
5250,1500,1500,1,0,0,0,1,0,0,0,0,0,0
15097,1484,1500,1,1,0,1,0,0,3,0,4,0,10
80425,1452,1556,207,1,82,98,27,725,854,1634,8901,353,768
64460,1513,1521,3,0,2,1,0,6,15,35,147,15,58
54756,1568,1582,83,3,37,34,12,518,512,695,6242,136,685
106017,1451,1533,15,2,5,8,2,86,74,102,671,36,197
35178,1762,1765,819,5,365,372,82,5749,6366,7387,42834,1672,17984
7619,1456,1500,5,2,1,4,0,27,45,34,271,19,42
64445,1493,1504,3,0,1,2,0,16,16,26,286,6,52
94303,1429,1523,41,2,14,22,5,155,310,264,1890,130,622
20538,1542,1602,18,0,10,8,0,187,125,182,1338,44,165
17411,1489,1541,23,2,11,7,5,94,141,122,1352,41,161
80871,1583,1589,68,3,35,29,4,371,506,630,4116,118,1115
33762,1459,1558,51,0,18,23,10,195,276,257,3126,213,845
22855,1453,1500,5,0,0,4,1,26,39,25,174,27,20
139077,1519,1527,10,0,4,4,2,49,74,62,571,42,206
104003,1491,1500,1,1,0,1,0,1,3,0,14,0,0
117753,1454,1500,10,2,3,5,2,31,67,59,276,4,50
102497,1517,1529,4,0,2,1,1,12,10,24,251,0,9
6692,1656,1662,136,0,69,51,16,693,647,1195,7334,459,2506
160804,1502,1502,2,0,1,1,0,11,19,10,89,0,51
140047,1477,1500,1,1,0,1,0,4,7,4,81,0,21
47579,1508,1508,2,0,1,1,0,5,14,12,103,1,17
85039,1442,1506,11,1,4,7,0,45,82,78,518,11,252
53733,1474,1501,6,2,2,2,2,33,13,22,268,18,154
7720,1390,1500,14,0,4,9,1,47,88,98,667,15,21
160009,1497,1500,2,1,1,1,0,18,14,18,136,10,35
111375,1491,1500,1,1,0,1,0,0,0,0,0,0,0
72081,1485,1503,8,1,2,4,2,42,38,62,285,12,64
59610,1491,1500,1,0,0,1,0,5,10,12,79,0,15
73554,1478,1513,8,1,3,5,0,19,67,45,294,1,55
101554,1604,1630,21,2,13,7,1,112,96,164,1334,94,434
1963,1542,1564,10,0,6,2,2,31,47,105,420,31,94
145477,1540,1540,7,0,5,2,0,34,48,93,303,15,121
172151,1496,1549,39,1,18,19,2,186,241,343,2427,119,573
89991,1629,1636,171,1,81,76,14,1154,985,1704,7887,1022,1538
163228,1490,1500,1,0,0,1,0,10,2,4,118,1,4
27814,1488,1550,61,12,24,30,7,256,368,386,2192,87,500
65195,1441,1530,15,0,5,9,1,59,80,100,895,89,85
118894,1509,1582,97,4,41,47,9,595,678,722,6242,415,1865
107345,1464,1510,14,1,4,7,3,67,70,78,495,6,342
33478,1500,1500,1,0,0,0,1,0,0,0,0,0,0
129186,1605,1650,186,3,82,87,17,946,1310,1502,7919,238,3812
141190,1488,1503,3,0,1,2,0,24,24,26,192,4,53
57007,1507,1511,4,0,2,1,1,27,24,46,207,23,33
116002,1519,1519,1,0,1,0,0,5,5,8,67,4,3
142162,1523,1523,2,0,2,0,0,10,15,11,219,4,96
26538,1501,1542,15,1,6,7,2,46,98,77,742,79,432
163593,1485,1500,1,1,0,1,0,2,2,2,8,0,0
162571,1491,1500,1,1,0,1,0,4,12,7,26,0,5
99906,1486,1500,1,1,0,0,1,0,0,0,0,0,0
9206,1572,1591,14,1,9,5,0,182,92,106,2745,346,264
86639,1875,1875,276,1,147,112,17,2107,1612,2681,28094,2141,7005
7113,1301,1533,213,4,88,107,18,961,1476,1515,13696,375,2476
173685,1481,1500,4,0,1,3,0,11,34,24,322,5,118
148159,1719,1721,61,0,43,12,6,643,192,460,6586,356,1186
69454,1440,1533,21,5,7,11,3,121,100,137,989,82,189
8881,1485,1500,1,1,0,0,1,0,0,0,0,0,0
86180,1485,1500,1,1,0,1,0,1,3,0,13,1,0
130115,1527,1527,1,0,1,0,0,13,3,19,73,1,8
133968,1490,1500,1,1,0,1,0,0,3,0,9,0,1
22413,1486,1503,3,1,1,2,0,20,26,29,240,26,71
25184,1524,1532,6,1,4,2,0,47,15,39,270,3,69
141210,1691,1691,145,2,72,59,14,531,690,1328,9882,849,5709
55899,1490,1500,1,1,1,0,0,2,3,10,50,3,9
162468,1530,1578,80,1,36,34,10,493,391,746,6380,22,1142
56151,1406,1503,11,1,2,8,1,56,56,88,814,42,84
153391,1453,1501,21,2,8,9,4,107,108,139,619,1,85
37596,1502,1500,2,1,1,1,0,7,7,5,72,1,1
74386,1490,1500,1,0,0,1,0,1,12,2,24,5,11
165586,1336,1500,20,0,4,14,2,69,151,167,1068,61,107
172471,1494,1500,3,1,1,1,1,24,11,15,244,16,18
77200,1524,1540,7,1,3,2,2,46,31,37,358,54,115
33614,1488,1513,9,1,3,5,1,21,62,73,257,3,23
11290,1530,1577,79,1,33,33,13,420,473,713,3494,81,393
114024,1485,1500,1,1,0,0,1,0,0,0,0,0,0
164972,1507,1536,9,1,5,2,2,45,61,101,622,65,65
127212,1495,1511,3,1,1,1,1,16,11,25,87,3,16
158879,1477,1500,3,1,1,1,1,9,7,9,214,16,12
111131,1511,1511,1,0,1,0,0,7,5,12,25,0,3
77346,1502,1500,2,1,1,1,0,6,12,10,86,4,66
161589,1603,1611,12,1,8,1,3,90,48,87,1051,9,245
53933,1535,1543,10,1,6,3,1,97,69,102,934,92,144
783,1481,1500,2,0,0,2,0,6,18,14,114,0,8
7740,1816,1832,558,5,253,258,47,3040,2185,4933,41736,2805,12107
38462,1502,1511,4,1,2,2,0,31,17,43,143,9,33
140846,1488,1500,1,1,0,0,1,0,0,0,0,0,0
154590,1485,1512,6,0,2,4,0,28,46,38,372,4,160
82268,1533,1546,16,1,9,4,3,65,71,107,701,57,222
130969,1550,1556,15,1,9,5,1,124,78,117,1229,9,576
112934,1491,1500,1,1,0,1,0,1,3,3,4,0,0
167027,1491,1500,1,0,1,0,0,0,9,0,57,0,0
47456,1518,1518,4,1,1,0,3,7,2,5,67,2,0
105589,1490,1500,1,0,0,1,0,8,5,6,65,4,0
99145,1500,1500,2,0,1,1,0,14,20,18,280,17,31
104715,1497,1520,5,1,2,3,0,22,46,34,434,5,87
39738,1470,1500,2,0,0,2,0,3,14,8,73,0,15
13644,1393,1528,39,4,13,19,7,164,254,264,1751,53,398
110128,1456,1500,15,1,5,9,1,63,115,95,710,41,179
21801,1505,1514,9,2,3,3,3,16,45,44,208,1,31
81020,1473,1535,17,4,9,7,1,114,132,111,448,86,162
151877,1456,1518,9,2,2,5,2,47,48,62,599,89,137
56305,1497,1500,2,0,2,0,0,11,8,27,149,42,6
4118,1578,1578,21,1,11,7,3,267,156,218,1290,75,150
157829,1663,1664,153,2,74,61,18,1084,1077,1476,7876,643,2148
87176,1454,1500,5,0,1,4,0,28,32,58,656,36,67
13774,1511,1511,2,1,1,0,1,15,4,9,64,15,48
74599,1502,1502,2,0,1,1,0,14,16,16,98,4,11
25929,1302,1518,116,0,49,61,6,561,884,1182,4451,340,829
44618,1514,1514,6,0,3,0,3,35,10,32,91,8,8
20181,1490,1500,1,1,0,1,0,6,4,4,15,0,0
95019,1491,1500,1,1,0,1,0,1,3,1,11,0,0
49573,1511,1511,5,0,2,1,2,29,18,30,171,9,44
11838,1503,1503,6,0,4,2,0,29,54,90,760,17,166
68599,1506,1523,19,1,8,9,2,105,124,163,1410,21,361
24985,1514,1569,61,0,28,26,7,373,243,474,4529,343,1608
64122,1544,1544,3,0,3,0,0,24,15,35,216,66,205
30289,1486,1543,23,2,9,10,4,75,83,139,799,6,283
37317,1479,1510,4,0,1,2,1,21,32,29,303,8,14
71006,1520,1526,6,2,3,2,1,60,18,39,315,24,39
20947,1508,1508,2,0,1,1,0,5,22,19,88,1,12
67046,1511,1521,6,0,4,2,0,35,35,52,480,29,117
25030,1520,1520,3,0,2,0,1,20,16,19,128,4,30
88695,1482,1500,1,1,0,1,0,2,6,2,20,2,31
114058,1502,1500,2,1,1,1,0,17,13,18,195,7,33
56766,1491,1500,1,0,0,1,0,1,6,1,31,0,0
3915,1473,1522,22,0,9,12,1,76,140,175,1111,102,160
85941,1384,1500,9,2,1,8,0,45,53,56,336,31,116
113412,1507,1517,6,3,3,2,1,30,38,39,409,16,60
72742,1500,1500,2,1,0,0,2,0,0,0,0,0,0
73332,1720,1720,162,6,80,65,17,1054,734,1684,12895,1206,3878
11769,1675,1704,113,1,59,45,9,706,604,1056,7420,323,1784
29614,1513,1513,1,0,1,0,0,14,8,6,91,14,7
72706,1636,1636,899,8,389,413,97,4905,6572,6018,61036,5404,15422
29161,1519,1519,12,0,5,4,3,60,82,96,956,14,92
21054,1523,1547,9,1,4,3,2,94,40,55,1067,71,187
126491,1509,1509,1,0,1,0,0,9,4,8,70,1,0
66949,1482,1500,2,1,0,2,0,2,14,10,17,0,0
89870,1484,1500,1,1,0,1,0,8,5,3,25,2,0
89063,1532,1568,17,1,10,6,1,157,86,129,1571,251,465
129541,1533,1544,59,2,28,29,2,434,459,557,3558,150,1625
84866,1518,1518,3,0,2,1,0,13,19,52,349,37,10
15506,1368,1500,33,3,13,17,3,115,262,241,1167,24,787
109916,1463,1500,8,0,2,5,1,45,58,58,418,39,14
51304,1364,1500,28,2,9,17,2,112,220,260,1073,0,145
103786,1698,1704,63,0,42,11,10,632,179,561,6077,348,481
174429,1490,1500,1,1,0,1,0,2,6,5,120,7,10
8114,1444,1520,16,4,6,9,1,46,103,110,645,7,206
28659,1534,1534,5,0,3,1,1,35,42,60,446,21,91
137424,1510,1510,4,0,2,2,0,23,21,51,208,10,96
165602,1644,1644,48,7,23,17,8,204,283,483,2335,201,867
50354,1511,1511,2,0,1,0,1,2,1,12,24,0,14
122180,1484,1500,2,0,0,1,1,9,15,12,59,0,9
153973,1522,1530,3,0,2,1,0,61,15,29,449,104,13
80954,1468,1515,13,0,4,7,2,39,88,102,409,0,84
163114,1566,1566,6,0,4,0,2,47,22,49,404,9,145
144126,1505,1500,2,1,1,1,0,13,5,9,147,24,4
148018,1446,1500,10,3,3,6,1,35,72,88,416,20,67
130088,1462,1501,6,3,1,4,1,14,29,24,283,9,38
157419,1586,1598,61,0,31,26,4,415,297,539,4341,265,1204
109408,1683,1700,435,5,190,200,45,2641,2842,4012,22878,1005,5792
14135,1417,1542,54,12,24,22,8,298,209,352,1986,105,349
156286,1469,1500,7,0,2,5,0,42,50,42,311,0,79
60570,1468,1500,3,0,0,3,0,15,23,30,103,6,14
39210,1559,1607,344,9,138,158,48,1887,2414,2649,19576,615,5579
145670,1475,1618,145,10,60,64,21,822,719,1123,8869,318,2170
55298,1530,1541,7,0,4,2,1,79,46,48,489,56,125
29686,1490,1513,10,1,3,4,3,43,53,54,398,16,116
172902,1498,1500,2,0,1,1,0,21,8,13,71,0,55
149654,1485,1500,1,1,0,0,1,0,0,0,0,0,0
159701,1489,1500,1,0,0,1,0,0,10,8,32,5,6
67136,1532,1535,19,0,10,9,0,105,158,296,1128,13,323
10411,1483,1500,1,1,0,1,0,11,9,5,80,14,43
11370,1441,1516,34,1,13,18,3,224,211,288,2226,39,506
19439,1404,1545,32,4,12,17,3,148,164,228,1703,65,233
137320,1519,1526,3,0,2,1,0,12,24,20,87,1,34
37062,1537,1551,33,5,15,13,5,205,188,242,2325,158,394
80197,1485,1500,1,0,0,1,0,7,14,7,50,0,3
35518,1629,1641,86,3,49,30,7,609,436,881,5859,238,1804
118930,1585,1585,34,0,18,13,3,233,160,264,2386,108,483
127927,1490,1500,2,0,0,1,1,6,9,5,123,21,8
106498,1502,1502,2,0,1,1,0,8,12,21,69,9,34
126300,1560,1655,322,6,133,149,40,1461,2057,2583,13851,291,5067
107838,1499,1510,3,0,1,1,1,13,21,19,44,3,2
145556,1503,1503,2,0,1,1,0,7,13,21,132,14,14
58620,1484,1500,1,1,1,0,0,5,7,2,22,0,0
120644,1497,1543,10,1,4,4,2,72,38,67,757,83,70
77315,1484,1500,1,1,0,1,0,4,7,3,9,2,7
98524,1490,1500,1,1,0,1,0,5,10,10,34,6,0
16875,1374,1500,34,2,8,19,7,135,235,187,1103,83,273
